marketid,submarketid,geographyname,period,askingrent,askingrpsf,effectiverent,effectiverpsf,askingrentchange,yoyaskingrentchange,effectiverentchange,yoyeffectiverentchange,ssaskingrentchange,ssyoyaskingrentchange,sseffectiverentchange,ssyoyeffectiverentchange,occupancy,occupancychange,yoyoccupancychange,ssoccupancychange,ssyoyoccupancychange,vacancyrate,concession,concessionpercentaskingrent,percentofunitsofferingconcessions,propertiessampled,unitssampled,existingunits,averageyearbuilt,averageunitsize
19124,19,Addison/Bent Tree,Y2026M03,1507,1.678,1480,1.648,0.0044,-0.0095,-0.0012,-0.0171,0.0042,-0.0156,-0.0014,-0.0235,0.9396,-0.0043,-0.0097,-0.0047,-0.0086,0.0604,126,0.08,0.218,89,28735,33682,2000,898
19740,1,Downtown/Highlands/Lincoln Park,Y2022M01,2219,2.568,2177,2.519,-0.016,0.1499,-0.0136,0.1885,-0.0027,0.1182,-0.0009,0.1552,0.9649,-0.0007,0.0346,0.0005,0.0364,0.0351,222,0.092,0.189,64,15061,27601,2014,864
19740,1,Downtown/Highlands/Lincoln Park,Y2022M02,2230,2.58,2193,2.538,0.005,0.1475,0.0073,0.1809,0.005,0.1255,0.0073,0.1568,0.9689,0.004,0.0289,0.004,0.029,0.0311,210,0.091,0.177,64,15061,27604,2014,864
19740,1,Downtown/Highlands/Lincoln Park,Y2022M03,2241,2.593,2209,2.557,0.005,0.1495,0.0075,0.1801,0.005,0.1164,0.0075,0.1447,0.9669,-0.002,0.0334,-0.002,0.0313,0.0331,209,0.089,0.152,64,15061,27607,2014,864
19740,1,Downtown/Highlands/Lincoln Park,Y2022M04,2256,2.611,2226,2.577,0.0067,0.1295,0.0078,0.1685,0.0067,0.1109,0.0078,0.1436,0.961,-0.0059,0.0252,-0.0059,0.0236,0.039,235,0.097,0.126,64,15061,27754,2014,864
19740,1,Downtown/Highlands/Lincoln Park,Y2022M05,2281,2.644,2244,2.6,0.0113,0.0965,0.0078,0.1301,0.0121,0.094,0.0086,0.1242,0.9498,-0.0112,0.0093,-0.0108,0.0081,0.0502,244,0.089,0.154,64,15106,27902,2015,863
19740,1,Downtown/Highlands/Lincoln Park,Y2022M06,2312,2.68,2280,2.642,0.0136,0.0876,0.0162,0.1182,0.0136,0.0825,0.0162,0.1126,0.947,-0.0028,-0.0073,-0.0028,-0.0084,0.053,260,0.094,0.124,64,15106,28050,2015,863
19740,1,Downtown/Highlands/Lincoln Park,Y2022M07,2325,2.701,2295,2.667,0.0053,0.0703,0.0067,0.0946,0.004,0.0689,0.0067,0.0955,0.949,0.002,-0.0064,0.0034,-0.0032,0.051,211,0.089,0.138,65,15331,28199,2015,861
19740,1,Downtown/Highlands/Lincoln Park,Y2022M08,2333,2.71,2305,2.678,0.0037,0.045,0.0042,0.0683,0.0037,0.0584,0.0042,0.0823,0.9493,0.0003,-0.0075,0.0003,-0.0084,0.0507,206,0.085,0.137,65,15331,28249,2015,861
19740,1,Downtown/Highlands/Lincoln Park,Y2022M09,2323,2.702,2299,2.674,-0.0043,0.0391,-0.0024,0.0595,-0.0028,0.0494,-0.001,0.0713,0.9446,-0.0047,-0.017,-0.0048,-0.017,0.0554,251,0.098,0.095,66,15416,28370,2014,860
19740,1,Downtown/Highlands/Lincoln Park,Y2022M10,2311,2.687,2284,2.656,-0.0055,0.0316,-0.0065,0.047,-0.0055,0.0414,-0.0065,0.0579,0.9393,-0.0053,-0.0185,-0.0053,-0.0184,0.0607,220,0.085,0.119,66,15416,28468,2014,860
19740,1,Downtown/Highlands/Lincoln Park,Y2022M11,2280,2.652,2251,2.617,-0.013,0.0129,-0.0148,0.024,-0.013,0.0228,-0.0148,0.0349,0.9412,0.0019,-0.0242,0.0019,-0.0237,0.0588,200,0.085,0.149,66,15416,28593,2014,860
19740,1,Downtown/Highlands/Lincoln Park,Y2022M12,2279,2.663,2255,2.635,-0.0008,0.0106,0.0019,0.0218,-0.0051,0.0203,-0.0027,0.0319,0.9367,-0.0045,-0.0289,-0.0017,-0.025,0.0633,195,0.082,0.121,67,15901,28750,2014,856
19740,1,Downtown/Highlands/Lincoln Park,Y2023M01,2295,2.682,2274,2.658,0.0071,0.0343,0.0086,0.0448,0.0071,0.0311,0.0086,0.0427,0.9381,0.0014,-0.0268,0.0014,-0.024,0.0619,182,0.07,0.113,67,15901,28812,2014,856
19740,1,Downtown/Highlands/Lincoln Park,Y2023M02,2301,2.696,2278,2.67,0.0027,0.0319,0.0018,0.0391,0.0051,0.0314,0.0046,0.0401,0.9411,0.003,-0.0278,0.0028,-0.0248,0.0589,170,0.069,0.133,68,16047,28849,2014,853
19740,1,Downtown/Highlands/Lincoln Park,Y2023M03,2305,2.701,2284,2.676,0.0018,0.0286,0.0026,0.034,0.0018,0.0282,0.0026,0.035,0.9398,-0.0013,-0.0271,-0.0013,-0.0244,0.0602,175,0.07,0.119,68,16047,28887,2014,853
19740,1,Downtown/Highlands/Lincoln Park,Y2023M04,2304,2.693,2282,2.668,-0.0006,0.0212,-0.001,0.025,0.0033,0.0232,0.0028,0.0282,0.9348,-0.005,-0.0262,-0.0042,-0.0233,0.0652,183,0.073,0.118,68,16363,28925,2014,855
19740,1,Downtown/Highlands/Lincoln Park,Y2023M05,2314,2.7,2286,2.667,0.0045,0.0143,0.0016,0.0186,0.0022,0.0136,0.0005,0.0203,0.9315,-0.0033,-0.0183,-0.0021,-0.0146,0.0685,192,0.074,0.148,69,16640,28938,2014,857
19740,1,Downtown/Highlands/Lincoln Park,Y2023M06,2342,2.722,2312,2.687,0.012,0.0127,0.0114,0.0137,0.004,0.004,0.0075,0.0104,0.9311,-0.0004,-0.0159,0.001,-0.0107,0.0689,216,0.084,0.14,70,17033,29012,2015,860
19740,1,Downtown/Highlands/Lincoln Park,Y2023M07,2349,2.73,2320,2.697,0.003,0.0104,0.0038,0.0108,0.003,0.0033,0.0038,0.0068,0.9317,0.0006,-0.0173,0.0006,-0.0138,0.0683,215,0.082,0.133,70,17033,29083,2015,860
19740,1,Downtown/Highlands/Lincoln Park,Y2023M08,2341,2.722,2304,2.679,-0.0034,0.0032,-0.0071,-0.0005,-0.003,-0.0038,-0.0066,-0.0038,0.9353,0.0036,-0.014,0.0035,-0.0098,0.0647,234,0.087,0.158,71,17054,29092,2014,860
19740,1,Downtown/Highlands/Lincoln Park,Y2023M09,2340,2.721,2306,2.682,-0.0004,0.0071,0.001,0.0029,-0.0004,-0.0012,0.001,-0.0024,0.9341,-0.0012,-0.0105,-0.0012,-0.0059,0.0659,174,0.069,0.194,71,17054,29167,2014,860
19740,1,Downtown/Highlands/Lincoln Park,Y2023M10,2311,2.675,2277,2.635,-0.0123,0.0001,-0.0128,-0.0034,-0.0093,-0.0052,-0.0094,-0.0059,0.9353,0.0012,-0.004,-0.0013,-0.0019,0.0647,189,0.08,0.181,70,16569,29242,2014,864
19740,1,Downtown/Highlands/Lincoln Park,Y2023M11,2311,2.669,2274,2.626,0.0001,0.0135,-0.0013,0.0102,-0.0066,0.0009,-0.0048,0.0025,0.932,-0.0033,-0.0092,-0.0023,-0.0058,0.068,208,0.088,0.181,72,17022,29308,2015,866
19740,1,Downtown/Highlands/Lincoln Park,Y2023M12,2298,2.654,2251,2.599,-0.0058,0.0084,-0.0101,-0.0019,-0.0058,0.0012,-0.0101,-0.0025,0.9331,0.0011,-0.0036,0.0011,-0.0037,0.0669,278,0.11,0.169,72,17022,29308,2015,866
19740,1,Downtown/Highlands/Lincoln Park,Y2024M01,2289,2.643,2247,2.595,-0.0039,-0.0027,-0.0017,-0.0121,-0.0039,-0.0088,-0.0017,-0.0105,0.9348,0.0017,-0.0033,0.0017,-0.0029,0.0652,251,0.105,0.167,72,17022,29352,2015,866
19740,1,Downtown/Highlands/Lincoln Park,Y2024M02,2298,2.655,2235,2.581,0.0043,-0.0011,-0.0054,-0.0192,0.0043,-0.0099,-0.0054,-0.0201,0.936,0.0012,-0.0051,0.0012,-0.0042,0.064,280,0.114,0.228,72,17022,29397,2015,866
19740,1,Downtown/Highlands/Lincoln Park,Y2024M03,2285,2.639,2225,2.57,-0.0058,-0.0086,-0.0045,-0.0261,-0.0058,-0.0178,-0.0045,-0.0293,0.935,-0.001,-0.0048,-0.001,-0.0032,0.065,258,0.108,0.234,72,17022,29442,2015,866
19740,1,Downtown/Highlands/Lincoln Park,Y2024M04,2283,2.644,2214,2.563,-0.0009,-0.0089,-0.0049,-0.03,0.0003,-0.0203,-0.004,-0.0354,0.9314,-0.0036,-0.0034,-0.0034,-0.0028,0.0686,255,0.106,0.272,73,17166,29598,2015,864
19740,1,Downtown/Highlands/Lincoln Park,Y2024M05,2295,2.657,2230,2.582,0.005,-0.0084,0.0075,-0.0242,0.005,-0.0165,0.0075,-0.0282,0.9298,-0.0016,-0.0017,-0.0016,-0.003,0.0702,250,0.104,0.258,73,17166,30043,2015,864
19740,1,Downtown/Highlands/Lincoln Park,Y2024M06,2301,2.664,2251,2.606,0.0029,-0.0174,0.0093,-0.0262,0.0029,-0.0174,0.0093,-0.0248,0.9296,-0.0002,-0.0015,-0.0002,-0.0032,0.0704,263,0.106,0.191,73,17166,30513,2015,864
19740,1,Downtown/Highlands/Lincoln Park,Y2024M07,2306,2.674,2256,2.617,0.0019,-0.0184,0.0023,-0.0277,0.0023,-0.0183,0.0027,-0.0257,0.9259,-0.0037,-0.0058,-0.0034,-0.0064,0.0741,256,0.104,0.193,74,17265,30668,2015,862
19740,1,Downtown/Highlands/Lincoln Park,Y2024M08,2303,2.674,2257,2.621,-0.001,-0.016,0.0005,-0.0203,0.0007,-0.0142,0.0024,-0.0162,0.9286,0.0027,-0.0067,0.0031,-0.0075,0.0714,255,0.105,0.181,76,17397,31473,2015,861
19740,1,Downtown/Highlands/Lincoln Park,Y2024M09,2268,2.634,2226,2.585,-0.0152,-0.0305,-0.0137,-0.0347,-0.015,-0.0304,-0.0136,-0.0325,0.9273,-0.0013,-0.0068,-0.0013,-0.0077,0.0727,237,0.101,0.179,77,17406,32017,2015,861
19740,1,Downtown/Highlands/Lincoln Park,Y2024M10,2236,2.596,2181,2.532,-0.0145,-0.0326,-0.0204,-0.0421,-0.0145,-0.0348,-0.0204,-0.042,0.9273,0,-0.008,0,-0.0064,0.0727,269,0.117,0.204,77,17406,32188,2015,861
19740,1,Downtown/Highlands/Lincoln Park,Y2024M11,2224,2.589,2183,2.54,-0.005,-0.0375,0.001,-0.0398,-0.0062,-0.0347,-0.0001,-0.0386,0.9283,0.001,-0.0037,0.001,-0.0038,0.0717,251,0.108,0.165,75,16981,32296,2015,859
19740,1,Downtown/Highlands/Lincoln Park,Y2024M12,2203,2.558,2143,2.489,-0.0099,-0.0414,-0.0184,-0.0479,-0.0088,-0.0379,-0.0181,-0.0446,0.9308,0.0025,-0.0023,0.0026,-0.0025,0.0692,267,0.12,0.224,78,17421,32384,2015,861
19740,1,Downtown/Highlands/Lincoln Park,Y2025M01,2187,2.558,2125,2.486,-0.007,-0.0444,-0.0081,-0.054,-0.0025,-0.0375,-0.004,-0.0476,0.9318,0.001,-0.003,0.0013,-0.0035,0.0682,274,0.125,0.225,77,17198,32473,2015,855
19740,1,Downtown/Highlands/Lincoln Park,Y2025M02,2178,2.529,2112,2.452,-0.004,-0.0523,-0.0065,-0.0551,-0.0081,-0.0484,-0.0096,-0.0511,0.936,0.0042,0,0.0055,0.0008,0.064,267,0.125,0.25,78,17492,32595,2015,861
19740,1,Downtown/Highlands/Lincoln Park,Y2025M03,2186,2.538,2122,2.464,0.0034,-0.0435,0.0052,-0.0459,0.0033,-0.0397,0.0052,-0.0415,0.9386,0.0026,0.0036,0.0027,0.0045,0.0614,286,0.132,0.221,78,17493,32652,2015,861
19740,1,Downtown/Highlands/Lincoln Park,Y2025M04,2175,2.528,2106,2.448,-0.0047,-0.0472,-0.0077,-0.0486,-0.0037,-0.0432,-0.0045,-0.0419,0.9412,0.0026,0.0098,0.0037,0.0112,0.0588,323,0.14,0.214,79,17753,32709,2015,860
19740,1,Downtown/Highlands/Lincoln Park,Y2025M05,2180,2.534,2103,2.444,0.0023,-0.0497,-0.0014,-0.0569,0.0022,-0.0467,-0.0015,-0.0517,0.947,0.0058,0.0172,0.0058,0.0174,0.053,305,0.134,0.253,79,17742,32856,2015,860
19740,1,Downtown/Highlands/Lincoln Park,Y2025M06,2188,2.545,2089,2.43,0.0033,-0.0493,-0.0066,-0.0718,0.0032,-0.0463,-0.0056,-0.0659,0.9455,-0.0015,0.0159,-0.0009,0.0165,0.0545,303,0.136,0.324,81,18006,32880,2015,860
19740,1,Downtown/Highlands/Lincoln Park,Y2025M07,2172,2.527,2073,2.412,-0.0073,-0.0581,-0.0078,-0.0812,-0.0074,-0.0556,-0.008,-0.0754,0.9433,-0.0022,0.0174,-0.0023,0.0172,0.0567,324,0.145,0.305,81,18034,33176,2015,860
19740,1,Downtown/Highlands/Lincoln Park,Y2025M08,2183,2.551,2062,2.41,0.0053,-0.0522,-0.0051,-0.0863,-0.0006,-0.057,-0.0064,-0.0841,0.9343,-0.009,0.0057,-0.0064,0.0084,0.0657,346,0.157,0.349,83,18807,33272,2015,856
19740,1,Downtown/Highlands/Lincoln Park,Y2025M09,2175,2.537,2060,2.403,-0.0038,-0.0412,-0.0009,-0.0744,-0.0167,-0.0587,-0.0125,-0.0792,0.9281,-0.0062,0.0008,-0.0031,0.0055,0.0719,334,0.154,0.343,84,19724,33467,2015,857
19740,1,Downtown/Highlands/Lincoln Park,Y2025M10,2144,2.504,2018,2.357,-0.0142,-0.0409,-0.0206,-0.0746,-0.0142,-0.0569,-0.0201,-0.0803,0.9211,-0.007,-0.0062,-0.0057,-0.0002,0.0789,360,0.168,0.35,85,19884,33590,2015,856
19740,1,Downtown/Highlands/Lincoln Park,Y2025M11,2128,2.485,2011,2.348,-0.0075,-0.0433,-0.0036,-0.0789,-0.0063,-0.0564,-0.0044,-0.0846,0.9228,0.0017,-0.0055,0.0021,0.0019,0.0772,343,0.164,0.343,85,19801,33714,2015,856
19740,1,Downtown/Highlands/Lincoln Park,Y2025M12,2114,2.47,1967,2.298,-0.0066,-0.0402,-0.0216,-0.0819,-0.0074,-0.0569,-0.0206,-0.0863,0.923,0.0002,-0.0078,0.0006,0.0013,0.077,374,0.176,0.392,85,20005,33714,2016,856
19740,1,Downtown/Highlands/Lincoln Park,Y2026M01,2116,2.472,1946,2.274,0.0008,-0.0326,-0.0106,-0.0842,0.0019,-0.0528,-0.0078,-0.0823,0.9286,0.0056,-0.0032,0.0062,0.004,0.0714,380,0.176,0.446,88,20694,33714,2016,856
19740,1,Downtown/Highlands/Lincoln Park,Y2026M02,2120,2.478,1949,2.278,0.0019,-0.0269,0.0013,-0.077,0.0021,-0.0421,0.0015,-0.0682,0.9332,0.0046,-0.0028,0.0047,-0.0001,0.0668,389,0.174,0.439,88,20703,33714,2016,856
19740,1,Downtown/Highlands/Lincoln Park,Y2026M03,2127,2.486,1943,2.27,0.0036,-0.0267,-0.0032,-0.0847,0.0034,-0.0421,-0.0034,-0.0779,0.9364,0.0032,-0.0022,0.0034,0.003,0.0636,377,0.172,0.49,88,20681,33714,2016,856
19740,9,Thornton/Northglenn,Y2022M01,1651,1.915,1648,1.912,0.0027,0.1545,0.0018,0.1693,0.0027,0.1422,0.0018,0.1568,0.9802,0.0119,0.0285,0.0119,0.027,0.0198,51,0.038,0.042,36,10031,11505,1993,862
19740,9,Thornton/Northglenn,Y2022M02,1668,1.935,1663,1.929,0.0108,0.1589,0.0087,0.1668,0.0108,0.1452,0.0087,0.1527,0.9711,-0.0091,0.0265,-0.0091,0.0259,0.0289,98,0.073,0.056,36,10031,11505,1993,862
19740,9,Thornton/Northglenn,Y2022M03,1703,1.975,1699,1.971,0.0207,0.194,0.0218,0.2022,0.0207,0.1776,0.0218,0.1854,0.9716,0.0005,0.0254,0.0005,0.0289,0.0284,103,0.073,0.036,36,10031,11505,1993,862
19740,9,Thornton/Northglenn,Y2022M04,1729,2.005,1728,2.004,0.0153,0.1837,0.0169,0.1938,0.0153,0.1731,0.0169,0.1831,0.9649,-0.0067,0.0181,-0.0067,0.0207,0.0351,60,0.043,0.017,36,10031,11519,1993,862
19740,9,Thornton/Northglenn,Y2022M05,1760,2.041,1759,2.04,0.0179,0.1658,0.0179,0.1755,0.0179,0.1557,0.0179,0.1653,0.9643,-0.0006,0.0144,-0.0006,0.0164,0.0357,60,0.043,0.017,36,10031,11533,1993,862
19740,9,Thornton/Northglenn,Y2022M06,1802,2.09,1802,2.09,0.0241,0.1649,0.0244,0.1659,0.0241,0.1514,0.0244,0.1524,0.9588,-0.0055,0.0003,-0.0055,0.0022,0.0412,100,0.06,0.005,36,10031,11547,1993,862
19740,9,Thornton/Northglenn,Y2022M07,1798,2.086,1797,2.085,-0.0022,0.129,-0.0024,0.1293,-0.0022,0.118,-0.0024,0.1182,0.9524,-0.0064,-0.0134,-0.0064,-0.0119,0.0476,42,0.026,0.023,36,10031,11562,1993,862
19740,9,Thornton/Northglenn,Y2022M08,1773,2.057,1771,2.055,-0.014,0.0935,-0.0144,0.0929,-0.014,0.0854,-0.0144,0.0848,0.9441,-0.0083,-0.0259,-0.0083,-0.0243,0.0559,120,0.075,0.015,36,10031,11577,1993,862
19740,9,Thornton/Northglenn,Y2022M09,1782,2.067,1779,2.064,0.0051,0.0776,0.0044,0.0762,0.0051,0.0652,0.0044,0.0636,0.9389,-0.0052,-0.0272,-0.0052,-0.0292,0.0611,56,0.031,0.057,36,10031,11592,1993,862
19740,9,Thornton/Northglenn,Y2022M10,1776,2.06,1774,2.058,-0.0036,0.0617,-0.0026,0.068,-0.0036,0.0622,-0.0026,0.064,0.9421,0.0032,-0.0095,0.0032,-0.0109,0.0579,55,0.036,0.023,36,10031,11607,1993,862
19740,9,Thornton/Northglenn,Y2022M11,1751,2.031,1750,2.03,-0.0141,0.053,-0.0137,0.0532,-0.0141,0.053,-0.0137,0.0532,0.9394,-0.0027,-0.035,-0.0027,-0.035,0.0606,100,0.06,0.005,36,10031,11607,1993,862
19740,9,Thornton/Northglenn,Y2022M12,1707,1.98,1699,1.971,-0.0249,0.0371,-0.0292,0.0326,-0.0249,0.0371,-0.0292,0.0326,0.9416,0.0022,-0.0267,0.0022,-0.0267,0.0584,97,0.06,0.084,36,10031,11607,1993,862
19740,9,Thornton/Northglenn,Y2023M01,1709,1.983,1706,1.978,0.0013,0.0356,0.0039,0.0347,0.0013,0.0356,0.0039,0.0347,0.9399,-0.0017,-0.0403,-0.0017,-0.0403,0.0601,58,0.038,0.063,36,10031,11607,1993,862
19740,9,Thornton/Northglenn,Y2023M02,1726,2.002,1719,1.994,0.0098,0.0346,0.008,0.034,0.0098,0.0346,0.008,0.034,0.9359,-0.004,-0.0352,-0.004,-0.0352,0.0641,151,0.087,0.045,36,10031,11677,1993,862
19740,9,Thornton/Northglenn,Y2023M03,1730,2.004,1719,1.992,0.002,0.0157,-0.0001,0.0118,-0.0036,0.0101,-0.0057,0.0063,0.9273,-0.0086,-0.0443,-0.0078,-0.0442,0.0727,109,0.068,0.096,35,9831,11748,1994,863
19740,9,Thornton/Northglenn,Y2023M04,1753,2.031,1739,2.014,0.0137,0.0141,0.0113,0.0062,0.0137,0.0083,0.0113,0.0004,0.9224,-0.0049,-0.0425,-0.0049,-0.0423,0.0776,106,0.063,0.139,35,9831,11819,1994,863
19740,9,Thornton/Northglenn,Y2023M05,1772,2.053,1770,2.051,0.0108,0.007,0.0182,0.0065,0.0108,0.0011,0.0182,0.0005,0.9225,0.0001,-0.0418,0.0001,-0.0416,0.0775,47,0.027,0.042,35,9831,11890,1994,863
19740,9,Thornton/Northglenn,Y2023M06,1779,2.062,1775,2.056,0.0041,-0.0126,0.0025,-0.015,0.0041,-0.0188,0.0025,-0.0212,0.9347,0.0122,-0.0241,0.0122,-0.0238,0.0653,92,0.057,0.054,35,9831,11890,1994,863
19740,9,Thornton/Northglenn,Y2023M07,1803,2.089,1798,2.083,0.0131,0.0026,0.0132,0.0004,0.0131,-0.0037,0.0132,-0.0059,0.9383,0.0036,-0.0141,0.0036,-0.0137,0.0617,92,0.057,0.054,35,9831,11890,1994,863
19740,9,Thornton/Northglenn,Y2023M08,1791,2.079,1785,2.072,-0.0067,0.01,-0.007,0.0079,-0.0036,0.0048,-0.0039,0.0028,0.9374,-0.0009,-0.0067,-0.0022,-0.0061,0.0626,83,0.051,0.066,34,9647,11914,1994,862
19740,9,Thornton/Northglenn,Y2023M09,1795,2.084,1788,2.076,0.0026,0.0074,0.0016,0.0052,0.0026,0.0041,0.0016,0.002,0.9311,-0.0063,-0.0078,-0.0063,-0.0067,0.0689,77,0.046,0.093,34,9647,11938,1994,862
19740,9,Thornton/Northglenn,Y2023M10,1763,2.047,1762,2.045,-0.0179,-0.0071,-0.0148,-0.0071,-0.0179,-0.0111,-0.0148,-0.0111,0.9259,-0.0052,-0.0162,-0.0052,-0.015,0.0741,75,0.036,0.018,34,9647,11962,1994,862
19740,9,Thornton/Northglenn,Y2023M11,1737,2.016,1736,2.014,-0.0148,-0.0078,-0.0149,-0.0084,-0.0148,-0.0116,-0.0149,-0.0121,0.9299,0.004,-0.0095,0.004,-0.0087,0.0701,71,0.036,0.021,34,9647,11986,1994,862
19740,9,Thornton/Northglenn,Y2023M12,1711,1.986,1703,1.976,-0.015,0.0022,-0.0189,0.0022,-0.015,-0.0005,-0.0189,-0.0003,0.9245,-0.0054,-0.0171,-0.0054,-0.0164,0.0755,154,0.083,0.053,34,9647,12010,1994,862
19740,9,Thornton/Northglenn,Y2024M01,1704,1.978,1691,1.963,-0.004,-0.0031,-0.0069,-0.0086,-0.004,-0.0082,-0.0069,-0.0136,0.9273,0.0028,-0.0126,0.0028,-0.0119,0.0727,151,0.083,0.086,34,9647,12034,1994,862
19740,9,Thornton/Northglenn,Y2024M02,1728,2.006,1698,1.971,0.0143,0.0014,0.0042,-0.0123,0.0143,-0.0041,0.0042,-0.0176,0.9263,-0.001,-0.0096,-0.001,-0.0087,0.0737,136,0.081,0.223,34,9647,12058,1994,862
19740,9,Thornton/Northglenn,Y2024M03,1763,2.047,1747,2.027,0.0202,0.0196,0.0285,0.0159,0.0202,0.0188,0.0285,0.0153,0.9274,0.0011,0.0001,0.0011,0.0003,0.0726,131,0.08,0.129,34,9647,12126,1994,862
19740,9,Thornton/Northglenn,Y2024M04,1777,2.062,1764,2.048,0.0076,0.0135,0.0102,0.0148,0.0076,0.0146,0.0102,0.0161,0.9271,-0.0003,0.0047,-0.0003,0.0037,0.0729,124,0.071,0.102,34,9647,12194,1994,862
19740,9,Thornton/Northglenn,Y2024M05,1804,2.093,1791,2.079,0.015,0.0177,0.0151,0.0117,0.015,0.0186,0.0151,0.0126,0.9293,0.0022,0.0068,0.0022,0.0058,0.0707,126,0.081,0.101,34,9647,12262,1994,862
19740,9,Thornton/Northglenn,Y2024M06,1814,2.106,1807,2.098,0.006,0.0196,0.0092,0.0184,0.006,0.0215,0.0092,0.0204,0.9262,-0.0031,-0.0085,-0.0031,-0.0097,0.0738,100,0.053,0.071,34,9647,12331,1994,862
19740,9,Thornton/Northglenn,Y2024M07,1800,2.089,1796,2.084,-0.008,-0.0016,-0.0065,-0.0013,-0.008,0.0015,-0.0065,0.0019,0.9318,0.0056,-0.0065,0.0056,-0.0078,0.0682,48,0.025,0.089,34,9647,12400,1994,862
19740,9,Thornton/Northglenn,Y2024M08,1800,2.089,1799,2.088,-0.0002,0.0049,0.0017,0.0074,-0.0002,0.0049,0.0017,0.0074,0.9329,0.0011,-0.0045,0.0011,-0.0045,0.0671,51,0.029,0.018,34,9647,12469,1994,862
19740,9,Thornton/Northglenn,Y2024M09,1773,2.058,1754,2.036,-0.0147,-0.0125,-0.0249,-0.0193,-0.0147,-0.0125,-0.0249,-0.0193,0.942,0.0091,0.0109,0.0091,0.0109,0.058,112,0.065,0.171,34,9647,12514,1994,862
19740,9,Thornton/Northglenn,Y2024M10,1740,2.02,1726,2.003,-0.0184,-0.0129,-0.0162,-0.0206,-0.0184,-0.0129,-0.0162,-0.0206,0.942,0,0.0161,0,0.0161,0.058,105,0.061,0.142,34,9647,12514,1994,862
19740,9,Thornton/Northglenn,Y2024M11,1725,2.002,1713,1.988,-0.0087,-0.0068,-0.0075,-0.0132,-0.0087,-0.0068,-0.0075,-0.0132,0.9445,0.0025,0.0146,0.0025,0.0146,0.0555,93,0.053,0.136,34,9647,12543,1994,862
19740,9,Thornton/Northglenn,Y2024M12,1693,1.964,1687,1.958,-0.019,-0.0107,-0.0151,-0.0095,-0.019,-0.0107,-0.0151,-0.0095,0.9408,-0.0037,0.0163,-0.0037,0.0163,0.0592,74,0.047,0.08,34,9647,12572,1994,862
19740,9,Thornton/Northglenn,Y2025M01,1691,1.96,1674,1.94,-0.0007,-0.0075,-0.0073,-0.0099,-0.0031,-0.0099,-0.0099,-0.0125,0.9354,-0.0054,0.0081,-0.0049,0.0086,0.0646,102,0.065,0.166,35,9831,12601,1994,863
19740,9,Thornton/Northglenn,Y2025M02,1672,1.944,1659,1.93,-0.0114,-0.0326,-0.0089,-0.0227,-0.0081,-0.0276,-0.005,-0.0205,0.9371,0.0017,0.0108,0,0.008,0.0629,100,0.064,0.127,33,9221,12630,1993,860
19740,9,Thornton/Northglenn,Y2025M03,1699,1.965,1684,1.947,0.0158,-0.0368,0.0145,-0.0361,0.0047,-0.0416,0.0029,-0.0409,0.9409,0.0038,0.0135,0.0027,0.0137,0.0591,121,0.086,0.124,33,9735,12659,1994,865
19740,9,Thornton/Northglenn,Y2025M04,1706,1.968,1677,1.935,0.0044,-0.0399,-0.0038,-0.0494,-0.0005,-0.0489,-0.0062,-0.0562,0.9478,0.0069,0.0207,0.0084,0.0226,0.0522,148,0.096,0.196,34,10047,12689,1995,867
19740,9,Thornton/Northglenn,Y2025M05,1703,1.964,1663,1.918,-0.002,-0.056,-0.0085,-0.0715,-0.002,-0.0652,-0.0085,-0.0789,0.9432,-0.0046,0.0139,-0.0046,0.0146,0.0568,130,0.081,0.306,34,10047,12719,1995,867
19740,9,Thornton/Northglenn,Y2025M06,1717,1.98,1673,1.929,0.0086,-0.0536,0.0061,-0.0743,0.0079,-0.0634,0.0053,-0.0808,0.9439,0.0007,0.0177,0.0007,0.0179,0.0561,163,0.101,0.271,34,10077,12749,1995,867
19740,9,Thornton/Northglenn,Y2025M07,1715,1.978,1674,1.93,-0.0012,-0.0471,0.0003,-0.068,-0.0012,-0.0564,0.0003,-0.0739,0.9436,-0.0003,0.0118,-0.0003,0.0122,0.0564,139,0.084,0.3,34,10077,12779,1995,867
19740,9,Thornton/Northglenn,Y2025M08,1714,1.973,1669,1.921,-0.0008,-0.0477,-0.003,-0.0723,-0.0072,-0.065,-0.004,-0.0824,0.9448,0.0012,0.0119,0.0048,0.0161,0.0552,147,0.087,0.307,35,10389,12809,1995,868
19740,9,Thornton/Northglenn,Y2025M09,1677,1.931,1623,1.869,-0.0213,-0.054,-0.027,-0.0743,-0.0212,-0.072,-0.027,-0.0873,0.9441,-0.0007,0.0021,-0.0006,0.0042,0.0559,168,0.1,0.321,35,10389,12839,1995,869
19740,9,Thornton/Northglenn,Y2025M10,1639,1.887,1578,1.817,-0.0228,-0.0583,-0.0279,-0.0854,-0.0228,-0.0737,-0.0279,-0.0935,0.9382,-0.0059,-0.0038,-0.0059,-0.0027,0.0618,176,0.105,0.347,35,10389,12869,1995,869
19740,9,Thornton/Northglenn,Y2025M11,1633,1.881,1582,1.822,-0.0035,-0.0533,0.0025,-0.0762,-0.0035,-0.0674,0.0025,-0.0817,0.9346,-0.0036,-0.0099,-0.0036,-0.0079,0.0654,182,0.112,0.281,35,10389,12899,1995,869
